NalaId,Name,WardNumber,WardName,CouncillorPhoneNumber,CouncillorName,JuniorEngineer,Zone,Pincode,Latitude,Longitude,GoogleMapsLink
821,J332,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78,83.40249,"""https://www.google.com/maps?q=26.780001714178958,83.4024871171181"""
822,J460,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.77768,83.39629,"""https://www.google.com/maps?q=26.7776763698789,83.39629090370461"""
823,J5,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.77645,83.39393,"""https://www.google.com/maps?q=26.776450969521935,83.39393426801114"""
824,J6009,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.77866,83.40045,"""https://www.google.com/maps?q=26.778657890586608,83.40044780394635"""
825,J6010,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.77768,83.3983,"""https://www.google.com/maps?q=26.777682060836668,83.39830494582499"""
826,J6063,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78163,83.40355,"""https://www.google.com/maps?q=26.781631780183478,83.40354994132771"""
827,J6064,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78371,83.4016,"""https://www.google.com/maps?q=26.783711363889115,83.40160136954202"""
828,J6065,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78154,83.40339,"""https://www.google.com/maps?q=26.781543863770143,83.40339012331337"""
829,J6075,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.7806,83.40479,"""https://www.google.com/maps?q=26.78060234115402,83.40478527453757"""
830,J6076,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78211,83.40817,"""https://www.google.com/maps?q=26.782112442611712,83.40816869362553"""
831,J6077,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78252,83.40897,"""https://www.google.com/maps?q=26.782517323291316,83.40897312694494"""
832,J6081,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78335,83.41116,"""https://www.google.com/maps?q=26.78335239049855,83.41115759619778"""
833,J6082,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.784,83.41293,"""https://www.google.com/maps?q=26.784003445437886,83.41293349358212"""
834,J6083,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78452,83.41426,"""https://www.google.com/maps?q=26.784523915936642,83.41426388839545"""
835,J912,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78716,83.39285,"""https://www.google.com/maps?q=26.787158936109396,83.39285096179263"""
836,J923,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.79181,83.39512,"""https://www.google.com/maps?q=26.79180582406963,83.39511570267935"""
837,J924,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.79197,83.39526,"""https://www.google.com/maps?q=26.791972471013143,83.39526354893263"""
838,M3_J330,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78157,83.39352,"""https://www.google.com/maps?q=26.781566948838254,83.39351739400219"""
839,M3_J499,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.78962,83.39363,"""https://www.google.com/maps?q=26.78962378903535,83.39363117708619"""
840,M5_J135,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.77944,83.39255,"""https://www.google.com/maps?q=26.77944477611838,83.39255119509883"""
841,M5_J144,35,Salikram Nagar,9236478035,Srimathi Saritha Yadav,Sri Rajkumar,0,273014,26.77758,83.39578,"""https://www.google.com/maps?q=26.777576421045982,83.3957808798469"""
842,J378,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72643,83.38958,"""https://www.google.com/maps?q=26.726427807398977,83.3895776941174"""
843,J379,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72626,83.38677,"""https://www.google.com/maps?q=26.72626481327458,83.3867710828368"""
844,J76,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72642,83.38198,"""https://www.google.com/maps?q=26.7264171362261,83.38197539729605"""
845,T_J1622,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71552,83.37899,"""https://www.google.com/maps?q=26.715522565410016,83.37898959383894"""
846,T_J1665,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71523,83.38186,"""https://www.google.com/maps?q=26.715234442050356,83.38186066406851"""
847,T_J1684,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72711,83.37776,"""https://www.google.com/maps?q=26.72711064820084,83.37776138550622"""
848,T_J1687,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71554,83.37885,"""https://www.google.com/maps?q=26.715537615963804,83.37885143535506"""
849,T_J1837,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72716,83.37937,"""https://www.google.com/maps?q=26.7271646146882,83.37936656940344"""
850,T_J1838,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72687,83.37829,"""https://www.google.com/maps?q=26.726872590014445,83.3782891005447"""
851,T_J2016,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72599,83.38563,"""https://www.google.com/maps?q=26.725993130505408,83.38563416603779"""
852,T_J2018,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72604,83.3856,"""https://www.google.com/maps?q=26.726038278490673,83.38559771340003"""
853,T_J2055,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72913,83.38236,"""https://www.google.com/maps?q=26.729125030125687,83.38236423697052"""
854,T_J2059,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72921,83.38225,"""https://www.google.com/maps?q=26.72921294112597,83.38225165064574"""
855,T_J2083,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72947,83.38182,"""https://www.google.com/maps?q=26.72947046436185,83.38182045756567"""
856,T_J2086,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72792,83.38361,"""https://www.google.com/maps?q=26.72792010236758,83.3836115032706"""
857,T_J2090,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72942,83.382,"""https://www.google.com/maps?q=26.729418170334775,83.38199709115463"""
858,T_J2093,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72835,83.38323,"""https://www.google.com/maps?q=26.728347048627423,83.38323252127017"""
859,T_J3760,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71545,83.37887,"""https://www.google.com/maps?q=26.715447660226634,83.37887359111429"""
860,T_J3761,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71383,83.38018,"""https://www.google.com/maps?q=26.713828848770607,83.38017846795894"""
861,T_J3772,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71547,83.3799,"""https://www.google.com/maps?q=26.715470016370304,83.37990193979464"""
862,T_J3773,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71535,83.38178,"""https://www.google.com/maps?q=26.71534827808234,83.38178198158442"""
863,T_J3778,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.7152,83.38388,"""https://www.google.com/maps?q=26.715201151788897,83.38388246929931"""
864,T_J391,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71543,83.37901,"""https://www.google.com/maps?q=26.715427343100522,83.37901314726226"""
865,T_J4314,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71487,83.37912,"""https://www.google.com/maps?q=26.714869348876707,83.37912261895286"""
866,T_J4325,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71523,83.37888,"""https://www.google.com/maps?q=26.715230710197208,83.37887987168071"""
867,T_J4327,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.7283,83.38328,"""https://www.google.com/maps?q=26.728303303254425,83.38328112488429"""
868,T_J4352,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.7153,83.38102,"""https://www.google.com/maps?q=26.715303079353298,83.38101906777477"""
869,T_J4353,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.7153,83.38109,"""https://www.google.com/maps?q=26.715295959205754,83.3810943250078"""
870,T_J4354,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71513,83.38341,"""https://www.google.com/maps?q=26.71513070450971,83.38341391875105"""
871,T_J4355,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71511,83.38346,"""https://www.google.com/maps?q=26.71511030351129,83.3834620790116"""
872,T_J4356,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71504,83.38447,"""https://www.google.com/maps?q=26.715043099299283,83.38447040870847"""
873,T_J4357,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71493,83.38516,"""https://www.google.com/maps?q=26.714927951464688,83.38515782821408"""
874,T_J4358,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71497,83.38524,"""https://www.google.com/maps?q=26.714971763554782,83.38523997504224"""
875,T_J4359,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71531,83.38659,"""https://www.google.com/maps?q=26.71531374999195,83.38658685632116"""
876,T_J4360,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71533,83.38665,"""https://www.google.com/maps?q=26.715331078038613,83.38665434301753"""
877,T_J4427,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72623,83.38673,"""https://www.google.com/maps?q=26.726231627263655,83.38673163866822"""
878,T_J4542,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72627,83.39231,"""https://www.google.com/maps?q=26.726268783983574,83.39230646083936"""
879,T_J6223,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71443,83.37965,"""https://www.google.com/maps?q=26.714430723769844,83.37964547102611"""
880,T_J6224,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71518,83.37909,"""https://www.google.com/maps?q=26.71517725951562,83.37909184274818"""
881,T_J6231,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71517,83.37897,"""https://www.google.com/maps?q=26.715167885155644,83.37897013893887"""
882,T_J6234,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71524,83.3818,"""https://www.google.com/maps?q=26.715237870738605,83.38180212144884"""
883,T_J6259,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72685,83.38747,"""https://www.google.com/maps?q=26.726848253282913,83.38746659117508"""
884,T_J6260,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72617,83.39004,"""https://www.google.com/maps?q=26.726171670835733,83.39003986925405"""
885,T_J6261,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72616,83.39016,"""https://www.google.com/maps?q=26.726158969007894,83.3901573952894"""
886,T_J6262,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.72199,83.39112,"""https://www.google.com/maps?q=26.721988839308487,83.39112108865322"""
887,T_J6265,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71506,83.38431,"""https://www.google.com/maps?q=26.715061651675814,83.38431160449738"""
888,T_J6266,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71517,83.38277,"""https://www.google.com/maps?q=26.715168915776655,83.38277462410399"""
889,T_J6267,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71527,83.38137,"""https://www.google.com/maps?q=26.715270114858942,83.38136731255108"""
890,T_J6268,37,Bharwalia,9236478037,Srimathi Meena devi,Sri Sooraj kumar singh,1,273016,26.71528,83.38122,"""https://www.google.com/maps?q=26.715284452611648,83.38121584556144"""
891,A_J370,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73619,83.35305,"""https://www.google.com/maps?q=26.736185262323545,83.35305266228582"""
892,A_J3873,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73563,83.3592,"""https://www.google.com/maps?q=26.73563137963676,83.35920035601914"""
893,A_J3874,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73557,83.35915,"""https://www.google.com/maps?q=26.735566589532265,83.35915235376277"""
894,A_J409,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73636,83.35555,"""https://www.google.com/maps?q=26.736363479139442,83.35554874729884"""
895,A_J419,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73617,83.35305,"""https://www.google.com/maps?q=26.73616749613219,83.35304868831233"""
896,A_M4_J755,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73605,83.35434,"""https://www.google.com/maps?q=26.73605377007711,83.35434070929237"""
897,J18,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73453,83.35887,"""https://www.google.com/maps?q=26.734525115279116,83.35887476997695"""
898,J22,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73382,83.35366,"""https://www.google.com/maps?q=26.733824912508705,83.35365709629721"""
899,J23,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73381,83.35366,"""https://www.google.com/maps?q=26.733811263873612,83.35365949871299"""
900,J42,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73614,83.35282,"""https://www.google.com/maps?q=26.73613740832527,83.35281710473582"""
901,J43,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73612,83.35282,"""https://www.google.com/maps?q=26.73612189552631,83.35282144888116"""
902,J45,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73615,83.35281,"""https://www.google.com/maps?q=26.73615368988523,83.35281102760108"""
903,J50,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.72389,83.36296,"""https://www.google.com/maps?q=26.723887907186484,83.36295644011481"""
904,J54,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.72392,83.36295,"""https://www.google.com/maps?q=26.723917801558446,83.36294743041455"""
905,J56,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.72395,83.36294,"""https://www.google.com/maps?q=26.723948850016885,83.36294227343355"""
906,J6,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73433,83.36379,"""https://www.google.com/maps?q=26.73433493442978,83.36379485777111"""
907,T_J1291,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73431,83.36216,"""https://www.google.com/maps?q=26.734308512756005,83.36216186657622"""
908,T_J1369,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73437,83.36385,"""https://www.google.com/maps?q=26.73436583922409,83.36385460364477"""
909,T_J1370,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73434,83.36386,"""https://www.google.com/maps?q=26.734337033843918,83.36385675166784"""
910,T_J3749,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73489,83.35889,"""https://www.google.com/maps?q=26.734888194823853,83.3588881530503"""
911,T_J3751,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73457,83.35565,"""https://www.google.com/maps?q=26.73457325441267,83.3556540554132"""
912,T_J3785,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73408,83.35907,"""https://www.google.com/maps?q=26.734079271538338,83.35907409529445"""
913,T_J3786,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73406,83.35888,"""https://www.google.com/maps?q=26.734062277328388,83.35887839397583"""
914,T_J3787,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73338,83.35253,"""https://www.google.com/maps?q=26.733384020620623,83.3525276576676"""
915,T_J3871,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73433,83.35916,"""https://www.google.com/maps?q=26.734332032938525,83.35915553504572"""
916,T_J3872,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73422,83.35572,"""https://www.google.com/maps?q=26.734221946532127,83.35572130905943"""
917,T_J3873,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73435,83.35866,"""https://www.google.com/maps?q=26.734351315083916,83.35866108790692"""
918,T_J3874,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73391,83.35435,"""https://www.google.com/maps?q=26.733906183212948,83.35435292467706"""
919,T_J4878,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73437,83.36379,"""https://www.google.com/maps?q=26.7343660748231,83.3637923057532"""
920,T_J5108,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73504,83.35893,"""https://www.google.com/maps?q=26.7350409125734,83.35893216041094"""
921,T_J5152,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.7347,83.35571,"""https://www.google.com/maps?q=26.734700261796785,83.3557089960793"""
922,T_J5153,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73449,83.35831,"""https://www.google.com/maps?q=26.734488436700868,83.35830870322246"""
923,T_J6203,38,Kanha Upvan Nagar (Transport Nagar),9236478038,Sri Chottelal,Sri Ranjeeth kumar,1,273016,26.73389,83.35427,"""https://www.google.com/maps?q=26.733891121351576,83.35427359776497"""
924,J367,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71652,83.39756,"""https://www.google.com/maps?q=26.716517456656774,83.39756109806646"""
925,T_J105,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71313,83.40474,"""https://www.google.com/maps?q=26.71313218862019,83.40473763989009"""
926,T_J121,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71363,83.40344,"""https://www.google.com/maps?q=26.7136284360748,83.40344184312706"""
927,T_J1688,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71757,83.39279,"""https://www.google.com/maps?q=26.71757147621728,83.39279095144845"""
928,T_J1812,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71458,83.40052,"""https://www.google.com/maps?q=26.714583505595044,83.40052313212027"""
929,T_J1815,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71456,83.40058,"""https://www.google.com/maps?q=26.71456210139528,83.40057904526404"""
930,T_J3758,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71832,83.39398,"""https://www.google.com/maps?q=26.718318784809526,83.39397737411625"""
931,T_J3771,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71863,83.39307,"""https://www.google.com/maps?q=26.718632558705412,83.39306668477714"""
932,T_J3779,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71672,83.39171,"""https://www.google.com/maps?q=26.716724930229617,83.39170543899255"""
933,T_J3783,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71674,83.39179,"""https://www.google.com/maps?q=26.716744093875487,83.39178861150059"""
934,T_J380,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71847,83.3936,"""https://www.google.com/maps?q=26.71846522113155,83.39359562577282"""
935,T_J390,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71842,83.39357,"""https://www.google.com/maps?q=26.7184177633587,83.39357259530087"""
936,T_J4361,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71757,83.3929,"""https://www.google.com/maps?q=26.71757490933906,83.39290197260236"""
937,T_J4421,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71762,83.39293,"""https://www.google.com/maps?q=26.717618540585786,83.3929314442518"""
938,T_J4571,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71869,83.39443,"""https://www.google.com/maps?q=26.718693866307763,83.39442541892903"""
939,T_J4572,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71851,83.39465,"""https://www.google.com/maps?q=26.718507349881214,83.39464637889654"""
940,T_J4660,39,Gaighat,9236478039,Sri Krushnachandra,Sri Avinish Bharathi,1,273016,26.71404,83.40217,"""https://www.google.com/maps?q=26.714041341165533,83.40217491226772"""
941,A_J1206,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74257,83.35446,"""https://www.google.com/maps?q=26.742568964047667,83.35446499509528"""
942,A_J1207,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74152,83.35372,"""https://www.google.com/maps?q=26.74151538291013,83.35372254840182"""
943,A_J1211,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.73934,83.35208,"""https://www.google.com/maps?q=26.739344178376914,83.35208430879389"""
944,A_J186,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74842,83.35284,"""https://www.google.com/maps?q=26.748419928657018,83.35284158813876"""
945,A_J236,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74487,83.353,"""https://www.google.com/maps?q=26.74487187854614,83.35299631754896"""
946,A_J237,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74493,83.35301,"""https://www.google.com/maps?q=26.744927990747147,83.35301270116945"""
947,A_J238,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74287,83.35187,"""https://www.google.com/maps?q=26.742869711031336,83.3518716279096"""
948,A_J239,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74365,83.35265,"""https://www.google.com/maps?q=26.74364660464463,83.35265493818125"""
949,A_J3801,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74828,83.35292,"""https://www.google.com/maps?q=26.748282856848245,83.3529150171467"""
950,A_J3802,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74811,83.35294,"""https://www.google.com/maps?q=26.74811001054149,83.35293801340073"""
951,A_J3804,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74842,83.35279,"""https://www.google.com/maps?q=26.748418170474938,83.35278985582288"""
952,A_J3845,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74497,83.35295,"""https://www.google.com/maps?q=26.74496617987075,83.35295357112392"""
953,A_J3846,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74508,83.3521,"""https://www.google.com/maps?q=26.745077795581317,83.35210312529527"""
954,A_J3847,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74489,83.35294,"""https://www.google.com/maps?q=26.744886903145176,83.35294147481189"""
955,A_J3848,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74515,83.35215,"""https://www.google.com/maps?q=26.745154467774427,83.35214872924567"""
956,A_J3852,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74468,83.35385,"""https://www.google.com/maps?q=26.744684613830223,83.35384848883"""
957,A_J3853,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74467,83.35391,"""https://www.google.com/maps?q=26.74467229711723,83.35391305657626"""
958,A_J6,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74888,83.34988,"""https://www.google.com/maps?q=26.748884110236663,83.34988146943094"""
959,A_J6492,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74839,83.35249,"""https://www.google.com/maps?q=26.748391677083113,83.35249346734695"""
960,A_J6493,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74847,83.35228,"""https://www.google.com/maps?q=26.74847412610424,83.35228237995065"""
961,A_J6494,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74882,83.3508,"""https://www.google.com/maps?q=26.748824863820506,83.35080493456573"""
962,A_J6495,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74884,83.35063,"""https://www.google.com/maps?q=26.74883904399141,83.35063447670393"""
963,A_J6507,44,Basantpur,9236478044,Sri Bijender agrahari,Sri Ranjeeth kumar,1,273009,26.74674,83.35319,"""https://www.google.com/maps?q=26.746740025203966,83.35318679636136"""
